play,act,scene,speaker,original_sentence,pronoun,resolved_to,resolved_sentence,gender_group,resolution_source
MACBETH,1,3,ROSS,"As thick as tale Came post with post; and everyone did bear Thy praises in his kingdom's great defence, And pour'd them ",him,DUNCAN,"As thick as tale Came post with post; and everyone did bear Thy praises in his kingdom's great defence, And pour'd them ",male,relationship-graph
MACBETH,1,3,ROSS,"And, for an earnest of a greater honour, He bade me, from him, call thee Thane of Cawdor: In which addition, hail, most ",He,DUNCAN,"And, for an earnest of a greater honour, DUNCAN bade me, from him, call thee Thane of Cawdor: In which addition, hail, m",male,relationship-graph
MACBETH,1,3,ROSS,"And, for an earnest of a greater honour, He bade me, from him, call thee Thane of Cawdor: In which addition, hail, most ",him,DUNCAN,"And, for an earnest of a greater honour, DUNCAN bade me, from DUNCAN, call thee Thane of Cawdor: In which addition, hail",male,relationship-graph
MACBETH,1,3,BANQUO,"New honours come upon him, Like our strange garments, cleave not to their mould",him,FLEANCE,"New honours come upon FLEANCE, Like our strange garments, cleave not to their mould",male,relationship-graph
MACBETH,1,4,MALCOLM,"But I have spoke With one that saw him die, who did report, That very frankly he confess'd his treasons, Implor'd your H",him,DUNCAN,"But I have spoke With one that saw DUNCAN die, who did report, That very frankly he confess'd his treasons, Implor'd you",male,relationship-graph
MACBETH,1,4,MALCOLM,"But I have spoke With one that saw him die, who did report, That very frankly he confess'd his treasons, Implor'd your H",he,DUNCAN,"But I have spoke With one that saw DUNCAN die, who did report, That very frankly DUNCAN confess'd his treasons, Implor'd",male,relationship-graph
MACBETH,1,4,MALCOLM,"Nothing in his life Became him like the leaving it; he died As one that had been studied in his death, To throw away the",him,DUNCAN,"Nothing in his life Became DUNCAN like the leaving it; he died As one that had been studied in his death, To throw away ",male,relationship-graph
MACBETH,1,4,MALCOLM,"Nothing in his life Became him like the leaving it; he died As one that had been studied in his death, To throw away the",he,DUNCAN,"Nothing in his life Became DUNCAN like the leaving it; DUNCAN died As one that had been studied in his death, To throw a",male,relationship-graph
MACBETH,1,4,MALCOLM,"Nothing in his life Became him like the leaving it; he died As one that had been studied in his death, To throw away the",he,DUNCAN,"Nothing in his life Became DUNCAN like the leaving it; DUNCAN died As one that had been studied in his death, To throw a",male,relationship-graph
MACBETH,1,4,DUNCAN,There's no art To find the mind's construction in the face: He was a gentleman on whom I built An absolute trust.,He,MALCOLM,There's no art To find the mind's construction in the face: MALCOLM was a gentleman on whom I built An absolute trust.,male,relationship-graph
MACBETH,1,4,DUNCAN,"My plenteous joys, Wanton in fulness, seek to hide themselves In drops of sorrow.—Sons, kinsmen, thanes, And you whose p",him,MALCOLM,"My plenteous joys, Wanton in fulness, seek to hide themselves In drops of sorrow.—Sons, kinsmen, thanes, And you whose p",male,relationship-graph
MACBETH,1,4,DUNCAN,He is full so valiant; And in his commendations I am fed.,He,MALCOLM,MALCOLM is full so valiant; And in his commendations I am fed.,male,relationship-graph
MACBETH,1,4,DUNCAN,"Let's after him, Whose care is gone before to bid us welcome: It is a peerless kinsman.",him,MALCOLM,"Let's after MALCOLM, Whose care is gone before to bid us welcome: It is a peerless kinsman.",male,relationship-graph
MACBETH,1,5,LADY MACBETH,Is not thy master with him?,him,MACBETH,Is not thy master with MACBETH?,male,relationship-graph
MACBETH,1,5,LADY MACBETH,Give him tending.,him,MACBETH,Give MACBETH tending.,male,relationship-graph
MACBETH,1,5,LADY MACBETH,He brings great news.,He,MACBETH,MACBETH brings great news.,male,relationship-graph
MACBETH,1,5,LADY MACBETH,The raven himself is hoarse That croaks the fatal entrance of Duncan Under my battlements.,himself,MACBETH,The raven MACBETH is hoarse That croaks the fatal entrance of Duncan Under my battlements.,male,relationship-graph
MACBETH,1,5,MACBETH,"Tomorrow, as he purposes.",he,LADY MACBETH,"Tomorrow, as LADY MACBETH purposes.",male,relationship-graph
MACBETH,1,5,LADY MACBETH,He that's coming Must be provided for; and you shall put This night's great business into my dispatch; Which shall to al,He,MACBETH,MACBETH that's coming Must be provided for; and you shall put This night's great business into my dispatch; Which shall ,male,relationship-graph
MACBETH,1,6,DUNCAN,"We cours'd him at the heels, and had a purpose To be his purveyor: but he rides well; And his great love, sharp as his s",him,MALCOLM,"We cours'd MALCOLM at the heels, and had a purpose To be his purveyor: but he rides well; And his great love, sharp as h",male,relationship-graph
MACBETH,1,6,DUNCAN,"We cours'd him at the heels, and had a purpose To be his purveyor: but he rides well; And his great love, sharp as his s",he,MALCOLM,"We cours'd MALCOLM at the heels, and had a purpose To be his purveyor: but MALCOLM rides well; And his great love, sharp",male,relationship-graph
MACBETH,1,6,DUNCAN,"We cours'd him at the heels, and had a purpose To be his purveyor: but he rides well; And his great love, sharp as his s",him,MALCOLM,"We cours'd MALCOLM at the heels, and had a purpose To be his purveyor: but MALCOLM rides well; And his great love, sharp",male,relationship-graph
MACBETH,1,6,DUNCAN,"Give me your hand; Conduct me to mine host: we love him highly, And shall continue our graces towards him.",him,MALCOLM,"Give me your hand; Conduct me to mine host: we love MALCOLM highly, And shall continue our graces towards him.",male,relationship-graph
MACBETH,1,6,DUNCAN,"Give me your hand; Conduct me to mine host: we love him highly, And shall continue our graces towards him.",him,MALCOLM,"Give me your hand; Conduct me to mine host: we love MALCOLM highly, And shall continue our graces towards MALCOLM.",male,relationship-graph
MACBETH,1,7,MACBETH,He's here in double trust:,He,LADY MACBETH,LADY MACBETH's here in double trust:,male,relationship-graph
MACBETH,1,7,LADY MACBETH,He has almost supp'd.,He,MACBETH,MACBETH has almost supp'd.,male,relationship-graph
MACBETH,1,7,MACBETH,Hath he ask'd for me?,he,LADY MACBETH,Hath LADY MACBETH ask'd for me?,male,relationship-graph
MACBETH,1,7,LADY MACBETH,Know you not he has?,he,MACBETH,Know you not MACBETH has?,male,relationship-graph
MACBETH,1,7,MACBETH,We will proceed no further in this business: He hath honour'd me of late; and I have bought Golden opinions from all sor,He,LADY MACBETH,We will proceed no further in this business: LADY MACBETH hath honour'd me of late; and I have bought Golden opinions fr,male,relationship-graph
MACBETH,1,7,LADY MACBETH,"When Duncan is asleep (Whereto the rather shall his day's hard journey Soundly invite him), his two chamberlains Will I ",him,MACBETH,"When Duncan is asleep (Whereto the rather shall his day's hard journey Soundly invite MACBETH), his two chamberlains Wil",male,relationship-graph
MACBETH,2,1,BANQUO,The King's abed: He hath been in unusual pleasure and Sent forth great largess to your offices.,He,FLEANCE,The King's abed: FLEANCE hath been in unusual pleasure and Sent forth great largess to your offices.,male,relationship-graph
MACBETH,2,1,BANQUO,"This diamond he greets your wife withal, By the name of most kind hostess, and shut up In measureless content.",he,FLEANCE,"This diamond FLEANCE greets your wife withal, By the name of most kind hostess, and shut up In measureless content.",male,relationship-graph
MACBETH,2,1,MACBETH,"Witchcraft celebrates Pale Hecate's off'rings; and wither'd murder, Alarum'd by his sentinel, the wolf, Whose howl's his",he,LADY MACBETH,"Witchcraft celebrates Pale Hecate's off'rings; and wither'd murder, Alarum'd by his sentinel, the wolf, Whose howl's his",male,relationship-graph
MACBETH,2,2,LADY MACBETH,He is about it.,He,MACBETH,MACBETH is about it.,male,relationship-graph
MACBETH,2,2,LADY MACBETH,Th' attempt and not the deed Confounds us.—Hark!—I laid their daggers ready; He could not miss 'em.—Had he not resembled,He,MACBETH,Th' attempt and not the deed Confounds us.—Hark!—I laid their daggers ready; MACBETH could not miss 'em.—Had he not rese,male,relationship-graph
MACBETH,2,2,LADY MACBETH,Th' attempt and not the deed Confounds us.—Hark!—I laid their daggers ready; He could not miss 'em.—Had he not resembled,he,MACBETH,Th' attempt and not the deed Confounds us.—Hark!—I laid their daggers ready; MACBETH could not miss 'em.—Had MACBETH not,male,relationship-graph
MACBETH,2,2,LADY MACBETH,Th' attempt and not the deed Confounds us.—Hark!—I laid their daggers ready; He could not miss 'em.—Had he not resembled,he,MACBETH,Th' attempt and not the deed Confounds us.—Hark!—I laid their daggers ready; MACBETH could not miss 'em.—Had MACBETH not,male,relationship-graph
MACBETH,2,2,LADY MACBETH,"If he do bleed, I'll gild the faces of the grooms withal, For it must seem their guilt.",he,MACBETH,"If MACBETH do bleed, I'll gild the faces of the grooms withal, For it must seem their guilt.",male,relationship-graph
MACBETH,2,3,MACDUFF,Our knocking has awak'd him; here he comes.,him,LADY MACDUFF,Our knocking has awak'd LADY MACDUFF; here he comes.,male,relationship-graph
MACBETH,2,3,MACDUFF,Our knocking has awak'd him; here he comes.,he,LADY MACDUFF,Our knocking has awak'd LADY MACDUFF; here LADY MACDUFF comes.,male,relationship-graph
MACBETH,2,3,MACDUFF,He did command me to call timely on him.,He,LADY MACDUFF,LADY MACDUFF did command me to call timely on him.,male,relationship-graph
MACBETH,2,3,MACDUFF,He did command me to call timely on him.,him,LADY MACDUFF,LADY MACDUFF did command me to call timely on LADY MACDUFF.,male,relationship-graph
MACBETH,2,3,MACBETH,I'll bring you to him.,him,LADY MACBETH,I'll bring you to LADY MACBETH.,male,relationship-graph
MACBETH,2,3,MACBETH,He does.,He,LADY MACBETH,LADY MACBETH does.,male,relationship-graph
MACBETH,2,3,MACBETH,He did appoint so.,He,LADY MACBETH,LADY MACBETH did appoint so.,male,relationship-graph
MACBETH,2,4,MACDUFF,He is already nam'd; and gone to Scone To be invested.,He,LADY MACDUFF,LADY MACDUFF is already nam'd; and gone to Scone To be invested.,male,relationship-graph
MACBETH,3,1,LADY MACBETH,"If he had been forgotten, It had been as a gap in our great feast, And all-thing unbecoming.",he,MACBETH,"If MACBETH had been forgotten, It had been as a gap in our great feast, And all-thing unbecoming.",male,relationship-graph
MACBETH,3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",he,LADY MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much LADY MACBETH d",male,relationship-graph
MACBETH,3,1,MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much he dares; And,",He,LADY MACBETH,"Our fears in Banquo Stick deep, and in his royalty of nature Reigns that which would be fear'd: 'tis much LADY MACBETH d",male,relationship-graph
MACBETH,3,1,MACBETH,"but he Whose being I do fear: and under him My genius is rebuk'd; as, it is said, Mark Antony's was by Caesar.",he,LADY MACBETH,"but LADY MACBETH Whose being I do fear: and under him My genius is rebuk'd; as, it is said, Mark Antony's was by Caesar.",male,relationship-graph
MACBETH,3,1,MACBETH,"but he Whose being I do fear: and under him My genius is rebuk'd; as, it is said, Mark Antony's was by Caesar.",him,LADY MACBETH,"but LADY MACBETH Whose being I do fear: and under LADY MACBETH My genius is rebuk'd; as, it is said, Mark Antony's was b",male,relationship-graph
MACBETH,3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",He,LADY MACBETH,"LADY MACBETH chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-li",male,relationship-graph
MACBETH,3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",him,LADY MACBETH,"LADY MACBETH chid the sisters When first they put the name of king upon me, And bade them speak to LADY MACBETH; then, p",male,relationship-graph
MACBETH,3,1,MACBETH,"He chid the sisters When first they put the name of king upon me, And bade them speak to him; then, prophet-like, They h",him,LADY MACBETH,"LADY MACBETH chid the sisters When first they put the name of king upon me, And bade them speak to LADY MACBETH; then, p",male,relationship-graph
MACBETH,3,1,MACBETH,"Know That it was he, in the times past, which held you So under fortune, which you thought had been Our innocent self?",he,LADY MACBETH,"Know That it was LADY MACBETH, in the times past, which held you So under fortune, which you thought had been Our innoce",male,relationship-graph
MACBETH,3,1,MACBETH,"Ay, in the catalogue ye go for men; As hounds, and greyhounds, mongrels, spaniels, curs, Shoughs, water-rugs, and demi-w",him,LADY MACBETH,"Ay, in the catalogue ye go for men; As hounds, and greyhounds, mongrels, spaniels, curs, Shoughs, water-rugs, and demi-w",male,relationship-graph
MACBETH,3,1,MACBETH,"Ay, in the catalogue ye go for men; As hounds, and greyhounds, mongrels, spaniels, curs, Shoughs, water-rugs, and demi-w",he,LADY MACBETH,"Ay, in the catalogue ye go for men; As hounds, and greyhounds, mongrels, spaniels, curs, Shoughs, water-rugs, and demi-w",male,relationship-graph
MACBETH,3,1,MACBETH,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life; and thoug",he,LADY MACBETH,"So is LADY MACBETH mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life;",male,relationship-graph
MACBETH,3,1,MACBETH,"So is he mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life; and thoug",him,LADY MACBETH,"So is LADY MACBETH mine; and in such bloody distance, That every minute of his being thrusts Against my near'st of life;",male,relationship-graph
MACBETH,3,1,MACBETH,And with him (To leave no rubs nor botches in the work),him,LADY MACBETH,And with LADY MACBETH (To leave no rubs nor botches in the work),male,relationship-graph
MACBETH,3,1,MACBETH,"Fleance his son, that keeps him company, Whose absence is no less material to me Than is his father's, must embrace the ",him,LADY MACBETH,"Fleance his son, that keeps LADY MACBETH company, Whose absence is no less material to me Than is his father's, must emb",male,relationship-graph
MACBETH,3,2,MACBETH,"Duncan is in his grave; After life's fitful fever he sleeps well; Treason has done his worst: nor steel, nor poison, Mal",he,LADY MACBETH,"Duncan is in his grave; After life's fitful fever LADY MACBETH sleeps well; Treason has done his worst: nor steel, nor p",male,relationship-graph
MACBETH,3,2,MACBETH,"Duncan is in his grave; After life's fitful fever he sleeps well; Treason has done his worst: nor steel, nor poison, Mal",him,LADY MACBETH,"Duncan is in his grave; After life's fitful fever LADY MACBETH sleeps well; Treason has done his worst: nor steel, nor p",male,relationship-graph
MACBETH,3,2,MACBETH,"Let your remembrance apply to Banquo; Present him eminence, both with eye and tongue: Unsafe the while, that we Must lav",him,LADY MACBETH,"Let your remembrance apply to Banquo; Present LADY MACBETH eminence, both with eye and tongue: Unsafe the while, that we",male,relationship-graph
MACBETH,3,3,SECOND MURDERER,He needs not our mistrust; since he delivers Our offices and what we have to do To the direction just.,He,MACBETH,MACBETH needs not our mistrust; since he delivers Our offices and what we have to do To the direction just.,male,prev-utterance
MACBETH,3,3,SECOND MURDERER,He needs not our mistrust; since he delivers Our offices and what we have to do To the direction just.,he,MACBETH,MACBETH needs not our mistrust; since MACBETH delivers Our offices and what we have to do To the direction just.,male,prev-utterance
MACBETH,3,4,MACBETH,'Tis better thee without than he within.,he,LADY MACBETH,'Tis better thee without than LADY MACBETH within.,male,relationship-graph
MACBETH,3,4,MACBETH,Is he dispatch'd?,he,LADY MACBETH,Is LADY MACBETH dispatch'd?,male,relationship-graph
MACBETH,3,4,MACBETH,"Thou art the best o' th' cut-throats; Yet he's good that did the like for Fleance: If thou didst it, thou art the nonpar",he,LADY MACBETH,"Thou art the best o' th' cut-throats; Yet LADY MACBETH's good that did the like for Fleance: If thou didst it, thou art ",male,relationship-graph
MACBETH,3,4,LADY MACBETH,"My lord is often thus, And hath been from his youth: pray you, keep seat; The fit is momentary; upon a thought He will a",He,MACBETH,"My lord is often thus, And hath been from his youth: pray you, keep seat; The fit is momentary; upon a thought MACBETH w",male,relationship-graph
MACBETH,3,4,LADY MACBETH,"If much you note him, You shall offend him, and extend his passion.",him,MACBETH,"If much you note MACBETH, You shall offend him, and extend his passion.",male,relationship-graph
MACBETH,3,4,LADY MACBETH,"If much you note him, You shall offend him, and extend his passion.",him,MACBETH,"If much you note MACBETH, You shall offend MACBETH, and extend his passion.",male,relationship-graph
MACBETH,3,4,LADY MACBETH,"Feed, and regard him not.—Are you a man?",him,MACBETH,"Feed, and regard MACBETH not.—Are you a man?",male,relationship-graph
MACBETH,3,4,MACBETH,"If I stand here, I saw him.",him,LADY MACBETH,"If I stand here, I saw LADY MACBETH.",male,relationship-graph
MACBETH,3,4,MACBETH,"I drink to the general joy o' th' whole table, And to our dear friend Banquo, whom we miss: Would he were here.",he,LADY MACBETH,"I drink to the general joy o' th' whole table, And to our dear friend Banquo, whom we miss: Would LADY MACBETH were here",male,relationship-graph
MACBETH,3,4,MACBETH,"To all, and him, we thirst, And all to all.",him,LADY MACBETH,"To all, and LADY MACBETH, we thirst, And all to all.",male,relationship-graph
MACBETH,3,4,LADY MACBETH,"I pray you, speak not; he grows worse and worse; Question enrages him.",he,MACBETH,"I pray you, speak not; MACBETH grows worse and worse; Question enrages him.",male,relationship-graph
MACBETH,3,4,LADY MACBETH,"I pray you, speak not; he grows worse and worse; Question enrages him.",him,MACBETH,"I pray you, speak not; MACBETH grows worse and worse; Question enrages MACBETH.",male,relationship-graph
MACBETH,3,4,LADY MACBETH,"Did you send to him, sir?",him,MACBETH,"Did you send to MACBETH, sir?",male,relationship-graph
MACBETH,4,1,MACBETH,"And even now, To crown my thoughts with acts, be it thought and done: The castle of Macduff I will surprise; Seize upon ",him,LADY MACBETH,"And even now, To crown my thoughts with acts, be it thought and done: The castle of Macduff I will surprise; Seize upon ",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"What had he done, to make him fly the land?",he,MACDUFF,"What had MACDUFF done, to make him fly the land?",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"What had he done, to make him fly the land?",him,MACDUFF,"What had MACDUFF done, to make MACDUFF fly the land?",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"He had none: His flight was madness: when our actions do not, Our fears do make us traitors.",He,MACDUFF,"MACDUFF had none: His flight was madness: when our actions do not, Our fears do make us traitors.",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"to leave his wife, to leave his babes, His mansion, and his titles, in a place From whence himself does fly?",himself,MACDUFF,"to leave his wife, to leave his babes, His mansion, and his titles, in a place From whence MACDUFF does fly?",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"He loves us not: He wants the natural touch; for the poor wren, The most diminutive of birds, will fight, Her young ones",He,MACDUFF,"MACDUFF loves us not: He wants the natural touch; for the poor wren, The most diminutive of birds, will fight, Her young",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"He loves us not: He wants the natural touch; for the poor wren, The most diminutive of birds, will fight, Her young ones",He,MACDUFF,"MACDUFF loves us not: MACDUFF wants the natural touch; for the poor wren, The most diminutive of birds, will fight, Her ",male,relationship-graph
MACBETH,4,2,ROSS,"My dearest coz, I pray you, school yourself: but, for your husband, He is noble, wise, judicious, and best knows The fit",He,DUNCAN,"My dearest coz, I pray you, school yourself: but, for your husband, DUNCAN is noble, wise, judicious, and best knows The",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"Father'd he is, and yet he's fatherless.",he,MACDUFF,"Father'd MACDUFF is, and yet he's fatherless.",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"Father'd he is, and yet he's fatherless.",he,MACDUFF,"Father'd MACDUFF is, and yet MACDUFF's fatherless.",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"Yes, he is dead: how wilt thou do for a father?",he,MACDUFF,"Yes, MACDUFF is dead: how wilt thou do for a father?",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"Ay, that he was.",he,MACDUFF,"Ay, that MACDUFF was.",male,relationship-graph
MACBETH,4,2,LADY MACDUFF,"I hope, in no place so unsanctified Where such as thou mayst find him.",him,MACDUFF,"I hope, in no place so unsanctified Where such as thou mayst find MACDUFF.",male,relationship-graph
MACBETH,4,3,MALCOLM,"This tyrant, whose sole name blisters our tongues, Was once thought honest: you have loved him well; He hath not touch'd",him,DUNCAN,"This tyrant, whose sole name blisters our tongues, Was once thought honest: you have loved DUNCAN well; He hath not touc",male,relationship-graph
MACBETH,4,3,MALCOLM,"This tyrant, whose sole name blisters our tongues, Was once thought honest: you have loved him well; He hath not touch'd",He,DUNCAN,"This tyrant, whose sole name blisters our tongues, Was once thought honest: you have loved DUNCAN well; DUNCAN hath not ",male,relationship-graph
MACBETH,4,3,MALCOLM,"I am young; but something You may deserve of him through me; and wisdom To offer up a weak, poor, innocent lamb To appea",him,DUNCAN,"I am young; but something You may deserve of DUNCAN through me; and wisdom To offer up a weak, poor, innocent lamb To ap",male,relationship-graph
MACBETH,4,3,MALCOLM,"I think, withal, There would be hands uplifted in my right; And here, from gracious England, have I offer Of goodly thou",him,DUNCAN,"I think, withal, There would be hands uplifted in my right; And here, from gracious England, have I offer Of goodly thou",male,relationship-graph
MACBETH,4,3,MACDUFF,What should he be?,he,LADY MACDUFF,What should LADY MACDUFF be?,male,relationship-graph
MACBETH,4,3,MALCOLM,"It is myself I mean; in whom I know All the particulars of vice so grafted That, when they shall be open'd, black Macbet",him,DUNCAN,"It is myself I mean; in whom I know All the particulars of vice so grafted That, when they shall be open'd, black Macbet",male,relationship-graph
MACBETH,4,3,MALCOLM,"I grant him bloody, Luxurious, avaricious, false, deceitful, Sudden, malicious, smacking of every sin That has a name: b",him,DUNCAN,"I grant DUNCAN bloody, Luxurious, avaricious, false, deceitful, Sudden, malicious, smacking of every sin That has a name",male,relationship-graph
MACBETH,4,3,MACDUFF,What's the disease he means?,he,LADY MACDUFF,What's the disease LADY MACDUFF means?,male,relationship-graph
MACBETH,4,3,MALCOLM,"'Tis call'd the evil: A most miraculous work in this good king; Which often, since my here-remain in England, I have see",him,DUNCAN,"'Tis call'd the evil: A most miraculous work in this good king; Which often, since my here-remain in England, I have see",male,relationship-graph
MACBETH,4,3,MALCOLM,"How he solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye, Th",he,DUNCAN,"How DUNCAN solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye",male,relationship-graph
MACBETH,4,3,MALCOLM,"How he solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye, Th",he,DUNCAN,"How DUNCAN solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye",male,relationship-graph
MACBETH,4,3,MALCOLM,"How he solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye, Th",he,DUNCAN,"How DUNCAN solicits heaven, Himself best knows, but strangely-visited people, All swoln and ulcerous, pitiful to the eye",male,relationship-graph
MACBETH,4,3,MALCOLM,"With this strange virtue, He hath a heavenly gift of prophecy; And sundry blessings hang about his throne, That speak hi",He,DUNCAN,"With this strange virtue, DUNCAN hath a heavenly gift of prophecy; And sundry blessings hang about his throne, That spea",male,relationship-graph
MACBETH,4,3,MALCOLM,"With this strange virtue, He hath a heavenly gift of prophecy; And sundry blessings hang about his throne, That speak hi",him,DUNCAN,"With this strange virtue, DUNCAN hath a heavenly gift of prophecy; And sundry blessings hang about his throne, That spea",male,relationship-graph
MACBETH,4,3,MALCOLM,My countryman; but yet I know him not.,him,DUNCAN,My countryman; but yet I know DUNCAN not.,male,relationship-graph
MACBETH,4,3,MALCOLM,I know him now.,him,DUNCAN,I know DUNCAN now.,male,relationship-graph
MACBETH,4,3,MACDUFF,He has no children.—All my pretty ones?,He,LADY MACDUFF,LADY MACDUFF has no children.—All my pretty ones?,male,relationship-graph
MACBETH,4,3,MACDUFF,"O, I could play the woman with mine eyes, And braggart with my tongue!—But, gentle heavens, Cut short all intermission; ",him,LADY MACDUFF,"O, I could play the woman with mine eyes, And braggart with my tongue!—But, gentle heavens, Cut short all intermission; ",male,relationship-graph
MACBETH,4,3,MACDUFF,"O, I could play the woman with mine eyes, And braggart with my tongue!—But, gentle heavens, Cut short all intermission; ",he,LADY MACDUFF,"O, I could play the woman with mine eyes, And braggart with my tongue!—But, gentle heavens, Cut short all intermission; ",male,relationship-graph
MACBETH,4,3,MACDUFF,"O, I could play the woman with mine eyes, And braggart with my tongue!—But, gentle heavens, Cut short all intermission; ",him,LADY MACDUFF,"O, I could play the woman with mine eyes, And braggart with my tongue!—But, gentle heavens, Cut short all intermission; ",male,relationship-graph
MACBETH,5,1,LADY MACBETH,Yet who would have thought the old man to have had so much blood in him?,him,MACBETH,Yet who would have thought the old man to have had so much blood in MACBETH?,male,relationship-graph
MACBETH,5,1,LADY MACBETH,"I tell you yet again, Banquo's buried; he cannot come out on's grave.",he,MACBETH,"I tell you yet again, Banquo's buried; MACBETH cannot come out on's grave.",male,relationship-graph
MACBETH,5,3,MACBETH,Was he not born of woman?,he,LADY MACBETH,Was LADY MACBETH not born of woman?,male,relationship-graph
MACBETH,5,4,MALCOLM,"Let every soldier hew him down a bough, And bear't before him.",him,DUNCAN,"Let every soldier hew DUNCAN down a bough, And bear't before him.",male,relationship-graph
MACBETH,5,4,MALCOLM,"Let every soldier hew him down a bough, And bear't before him.",him,DUNCAN,"Let every soldier hew DUNCAN down a bough, And bear't before DUNCAN.",male,relationship-graph
MACBETH,5,4,MALCOLM,"'Tis his main hope; For where there is advantage to be given, Both more and less have given him the revolt, And none ser",him,DUNCAN,"'Tis his main hope; For where there is advantage to be given, Both more and less have given DUNCAN the revolt, And none ",male,relationship-graph
MACBETH,5,4,MALCOLM,"'Tis his main hope; For where there is advantage to be given, Both more and less have given him the revolt, And none ser",him,DUNCAN,"'Tis his main hope; For where there is advantage to be given, Both more and less have given DUNCAN the revolt, And none ",male,relationship-graph
MACBETH,5,5,MACBETH,"If this which he avouches does appear, There is nor flying hence nor tarrying here.",he,LADY MACBETH,"If this which LADY MACBETH avouches does appear, There is nor flying hence nor tarrying here.",male,relationship-graph
