play,act,scene,speaker,original_sentence,pronoun,resolved_to,resolved_sentence,gender_group,resolution_source
THE TRAGEDY OF ROMEO AND JULIET,1,1,BENVOLIO,"See, where he comes.",he,MONTAGUE,"See, where MONTAGUE comes.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"This is not Romeo, he's some other where.",he,MONTAGUE,"This is not Romeo, MONTAGUE's some other where.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"A right good markman, and she's fair I love.",she,JULIET,"A right good markman, and JULIET's fair I love.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"Well, in that hit you miss: she'll not be hit With Cupid's arrow, she hath Dian's wit; And in strong proof of chastity w",she,JULIET,"Well, in that hit you miss: JULIET'll not be hit With Cupid's arrow, she hath Dian's wit; And in strong proof of chastit",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"Well, in that hit you miss: she'll not be hit With Cupid's arrow, she hath Dian's wit; And in strong proof of chastity w",she,JULIET,"Well, in that hit you miss: JULIET'll not be hit With Cupid's arrow, JULIET hath Dian's wit; And in strong proof of chas",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"Well, in that hit you miss: she'll not be hit With Cupid's arrow, she hath Dian's wit; And in strong proof of chastity w",she,JULIET,"Well, in that hit you miss: JULIET'll not be hit With Cupid's arrow, JULIET hath Dian's wit; And in strong proof of chas",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"She will not stay the siege of loving terms Nor bide th'encounter of assailing eyes, Nor ope her lap to saint-seducing g",She,JULIET,"JULIET will not stay the siege of loving terms Nor bide th'encounter of assailing eyes, Nor ope her lap to saint-seducin",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"She will not stay the siege of loving terms Nor bide th'encounter of assailing eyes, Nor ope her lap to saint-seducing g",she,JULIET,"JULIET will not stay the siege of loving terms Nor bide th'encounter of assailing eyes, Nor ope her lap to saint-seducin",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"That when she dies, with beauty dies her store.",she,JULIET,"That when JULIET dies, with beauty dies her store.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"She hath, and in that sparing makes huge waste; For beauty starv'd with her severity, Cuts beauty off from all posterity",She,JULIET,"JULIET hath, and in that sparing makes huge waste; For beauty starv'd with her severity, Cuts beauty off from all poster",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"She is too fair, too wise; wisely too fair, To merit bliss by making me despair.",She,JULIET,"JULIET is too fair, too wise; wisely too fair, To merit bliss by making me despair.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"She hath forsworn to love, and in that vow Do I live dead, that live to tell it now.",She,JULIET,"JULIET hath forsworn to love, and in that vow Do I live dead, that live to tell it now.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"'Tis the way To call hers, exquisite, in question more.",hers,JULIET,"'Tis the way To call JULIET, exquisite, in question more.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,1,ROMEO,"These happy masks that kiss fair ladies' brows, Being black, puts us in mind they hide the fair; He that is strucken bli",He,MONTAGUE,"These happy masks that kiss fair ladies' brows, Being black, puts us in mind they hide the fair; MONTAGUE that is struck",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,2,CAPULET,"My child is yet a stranger in the world, She hath not seen the change of fourteen years; Let two more summers wither in ",She,JULIET,"My child is yet a stranger in the world, JULIET hath not seen the change of fourteen years; Let two more summers wither ",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,2,CAPULET,"My child is yet a stranger in the world, She hath not seen the change of fourteen years; Let two more summers wither in ",her,JULIET,"My child is yet a stranger in the world, JULIET hath not seen the change of fourteen years; Let two more summers wither ",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,2,PARIS,Younger than she are happy mothers made.,she,JULIET,Younger than JULIET are happy mothers made.,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,2,CAPULET,"The earth hath swallowed all my hopes but she, She is the hopeful lady of my earth: But woo her, gentle Paris, get her h",she,JULIET,"The earth hath swallowed all my hopes but JULIET, She is the hopeful lady of my earth: But woo her, gentle Paris, get he",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,2,CAPULET,"The earth hath swallowed all my hopes but she, She is the hopeful lady of my earth: But woo her, gentle Paris, get her h",She,JULIET,"The earth hath swallowed all my hopes but JULIET, JULIET is the hopeful lady of my earth: But woo her, gentle Paris, get",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,2,CAPULET,"The earth hath swallowed all my hopes but she, She is the hopeful lady of my earth: But woo her, gentle Paris, get her h",her,JULIET,"The earth hath swallowed all my hopes but JULIET, JULIET is the hopeful lady of my earth: But woo JULIET, gentle Paris, ",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,2,CAPULET,"The earth hath swallowed all my hopes but she, She is the hopeful lady of my earth: But woo her, gentle Paris, get her h",she,JULIET,"The earth hath swallowed all my hopes but JULIET, JULIET is the hopeful lady of my earth: But woo JULIET, gentle Paris, ",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,2,ROMEO,He reads the letter.,He,MONTAGUE,MONTAGUE reads the letter.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,3,LADY CAPULET,"This night you shall behold him at our feast; Read o'er the volume of young Paris' face, And find delight writ there wit",him,TYBALT,"This night you shall behold TYBALT at our feast; Read o'er the volume of young Paris' face, And find delight writ there ",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,3,LADY CAPULET,"This precious book of love, this unbound lover, To beautify him, only lacks a cover: The fish lives in the sea; and 'tis",him,TYBALT,"This precious book of love, this unbound lover, To beautify TYBALT, only lacks a cover: The fish lives in the sea; and '",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,3,LADY CAPULET,"So shall you share all that he doth possess, By having him, making yourself no less.",he,TYBALT,"So shall you share all that TYBALT doth possess, By having him, making yourself no less.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,3,LADY CAPULET,"So shall you share all that he doth possess, By having him, making yourself no less.",him,TYBALT,"So shall you share all that TYBALT doth possess, By having TYBALT, making yourself no less.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,4,BENVOLIO,"Come, knock and enter; and no sooner in But every man betake him to his legs.",him,MONTAGUE,"Come, knock and enter; and no sooner in But every man betake MONTAGUE to his legs.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,4,MERCUTIO,"And in this state she gallops night by night Through lovers' brains, and then they dream of love; O'er courtiers' knees,",he,TYBALT,"And in this state she gallops night by night Through lovers' brains, and then they dream of love; O'er courtiers' knees,",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,4,MERCUTIO,"And in this state she gallops night by night Through lovers' brains, and then they dream of love; O'er courtiers' knees,",he,TYBALT,"And in this state she gallops night by night Through lovers' brains, and then they dream of love; O'er courtiers' knees,",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,4,MERCUTIO,"Sometime she driveth o'er a soldier's neck, And then dreams he of cutting foreign throats, Of breaches, ambuscados, Span",he,TYBALT,"Sometime she driveth o'er a soldier's neck, And then dreams TYBALT of cutting foreign throats, Of breaches, ambuscados, ",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,4,MERCUTIO,"Sometime she driveth o'er a soldier's neck, And then dreams he of cutting foreign throats, Of breaches, ambuscados, Span",he,TYBALT,"Sometime she driveth o'er a soldier's neck, And then dreams TYBALT of cutting foreign throats, Of breaches, ambuscados, ",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,4,ROMEO,But he that hath the steerage of my course Direct my suit.,he,MONTAGUE,But MONTAGUE that hath the steerage of my course Direct my suit.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,"She that makes dainty, She I'll swear hath corns.",She,JULIET,"JULIET that makes dainty, She I'll swear hath corns.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,"She that makes dainty, She I'll swear hath corns.",She,JULIET,"JULIET that makes dainty, JULIET I'll swear hath corns.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,ROMEO,"O, she doth teach the torches to burn bright!",she,JULIET,"O, JULIET doth teach the torches to burn bright!",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,ROMEO,"It seems she hangs upon the cheek of night As a rich jewel in an Ethiop's ear; Beauty too rich for use, for earth too de",she,JULIET,"It seems JULIET hangs upon the cheek of night As a rich jewel in an Ethiop's ear; Beauty too rich for use, for earth too",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,TYBALT,"Now by the stock and honour of my kin, To strike him dead I hold it not a sin.",him,LADY CAPULET,"Now by the stock and honour of my kin, To strike LADY CAPULET dead I hold it not a sin.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,TYBALT,"'Tis he, that villain Romeo.",he,LADY CAPULET,"'Tis LADY CAPULET, that villain Romeo.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,"Content thee, gentle coz, let him alone, A bears him like a portly gentleman; And, to say truth, Verona brags of him To ",him,MONTAGUE,"Content thee, gentle coz, let MONTAGUE alone, A bears him like a portly gentleman; And, to say truth, Verona brags of hi",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,"Content thee, gentle coz, let him alone, A bears him like a portly gentleman; And, to say truth, Verona brags of him To ",him,MONTAGUE,"Content thee, gentle coz, let MONTAGUE alone, A bears MONTAGUE like a portly gentleman; And, to say truth, Verona brags ",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,"Content thee, gentle coz, let him alone, A bears him like a portly gentleman; And, to say truth, Verona brags of him To ",him,MONTAGUE,"Content thee, gentle coz, let MONTAGUE alone, A bears MONTAGUE like a portly gentleman; And, to say truth, Verona brags ",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,I would not for the wealth of all the town Here in my house do him disparagement.,him,MONTAGUE,I would not for the wealth of all the town Here in my house do MONTAGUE disparagement.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,"Therefore be patient, take no note of him, It is my will; the which if thou respect, Show a fair presence and put off th",him,MONTAGUE,"Therefore be patient, take no note of MONTAGUE, It is my will; the which if thou respect, Show a fair presence and put o",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,TYBALT,It fits when such a villain is a guest: I'll not endure him.,him,LADY CAPULET,It fits when such a villain is a guest: I'll not endure LADY CAPULET.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,He shall be endur'd.,He,MONTAGUE,MONTAGUE shall be endur'd.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,"I say he shall, go to; Am I the master here, or you?",he,MONTAGUE,"I say MONTAGUE shall, go to; Am I the master here, or you?",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,CAPULET,You'll not endure him!,him,MONTAGUE,You'll not endure MONTAGUE!,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,ROMEO,Kissing her.,her,JULIET,Kissing JULIET.,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,ROMEO,Is she a Capulet?,she,JULIET,Is JULIET a Capulet?,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,JULIET,What's he that now is going out of door?,he,ROMEO,What's ROMEO that now is going out of door?,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,JULIET,"What's he that follows here, that would not dance?",he,ROMEO,"What's ROMEO that follows here, that would not dance?",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,1,5,JULIET,"If he be married, My grave is like to be my wedding bed.",he,ROMEO,"If ROMEO be married, My grave is like to be my wedding bed.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,ROMEO,He climbs the wall and leaps down within it.,He,MONTAGUE,MONTAGUE climbs the wall and leaps down within it.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He is wise, And on my life hath stol'n him home to bed.",He,TYBALT,"TYBALT is wise, And on my life hath stol'n him home to bed.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He is wise, And on my life hath stol'n him home to bed.",him,TYBALT,"TYBALT is wise, And on my life hath stol'n TYBALT home to bed.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"He ran this way, and leap'd this orchard wall: Call, good Mercutio.",He,MONTAGUE,"MONTAGUE ran this way, and leap'd this orchard wall: Call, good Mercutio.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"Pronounce but Love and dove; Speak to my gossip Venus one fair word, One nickname for her purblind son and heir, Young A",he,TYBALT,"Pronounce but Love and dove; Speak to my gossip Venus one fair word, One nickname for her purblind son and heir, Young A",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him.",He,TYBALT,"TYBALT heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him.",he,TYBALT,"TYBALT heareth not, TYBALT stirreth not, he moveth not; The ape is dead, and I must conjure him.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him.",he,TYBALT,"TYBALT heareth not, TYBALT stirreth not, TYBALT moveth not; The ape is dead, and I must conjure him.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"He heareth not, he stirreth not, he moveth not; The ape is dead, and I must conjure him.",him,TYBALT,"TYBALT heareth not, TYBALT stirreth not, TYBALT moveth not; The ape is dead, and I must conjure TYBALT.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"An if he hear thee, thou wilt anger him.",he,MONTAGUE,"An if MONTAGUE hear thee, thou wilt anger him.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"An if he hear thee, thou wilt anger him.",him,MONTAGUE,"An if MONTAGUE hear thee, thou wilt anger MONTAGUE.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it t",him,TYBALT,"This cannot anger TYBALT. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting i",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"This cannot anger him. 'Twould anger him To raise a spirit in his mistress' circle, Of some strange nature, letting it t",him,TYBALT,"This cannot anger TYBALT. 'Twould anger TYBALT To raise a spirit in his mistress' circle, Of some strange nature, lettin",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"My invocation Is fair and honest, and, in his mistress' name, I conjure only but to raise up him.",him,TYBALT,"My invocation Is fair and honest, and, in his mistress' name, I conjure only but to raise up TYBALT.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"Come, he hath hid himself among these trees To be consorted with the humorous night.",he,MONTAGUE,"Come, MONTAGUE hath hid himself among these trees To be consorted with the humorous night.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,"Come, he hath hid himself among these trees To be consorted with the humorous night.",himself,MONTAGUE,"Come, MONTAGUE hath hid MONTAGUE among these trees To be consorted with the humorous night.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,MERCUTIO,"Now will he sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they laugh",he,TYBALT,"Now will TYBALT sit under a medlar tree, And wish his mistress were that kind of fruit As maids call medlars when they l",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,1,BENVOLIO,Go then; for 'tis in vain To seek him here that means not to be found.,him,MONTAGUE,Go then; for 'tis in vain To seek MONTAGUE here that means not to be found.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,He jests at scars that never felt a wound.,He,MONTAGUE,MONTAGUE jests at scars that never felt a wound.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Arise fair sun and kill the envious moon, Who is already sick and pale with grief, That thou her maid art far more fair ",she,JULIET,"Arise fair sun and kill the envious moon, Who is already sick and pale with grief, That thou her maid art far more fair ",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"Be not her maid since she is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it of",she,JULIET,"Be not her maid since JULIET is envious; Her vestal livery is but sick and green, And none but fools do wear it; cast it",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"O, that she knew she were!",she,JULIET,"O, that JULIET knew she were!",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"O, that she knew she were!",she,JULIET,"O, that JULIET knew JULIET were!",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"She speaks, yet she says nothing.",She,JULIET,"JULIET speaks, yet she says nothing.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"She speaks, yet she says nothing.",she,JULIET,"JULIET speaks, yet JULIET says nothing.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"I am too bold, 'tis not to me she speaks.",she,JULIET,"I am too bold, 'tis not to me JULIET speaks.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,See how she leans her cheek upon her hand.,she,JULIET,See how JULIET leans her cheek upon her hand.,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,She speaks.,She,JULIET,JULIET speaks.,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"As glorious to this night, being o'er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes",him,MONTAGUE,"As glorious to this night, being o'er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"As glorious to this night, being o'er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes",he,MONTAGUE,"As glorious to this night, being o'er my head, As is a winged messenger of heaven Unto the white-upturned wondering eyes",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"That which we call a rose By any other name would smell as sweet; So Romeo would, were he not Romeo call'd, Retain that ",he,ROMEO,"That which we call a rose By any other name would smell as sweet; So Romeo would, were ROMEO not Romeo call'd, Retain th",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,JULIET,"That which we call a rose By any other name would smell as sweet; So Romeo would, were he not Romeo call'd, Retain that ",he,ROMEO,"That which we call a rose By any other name would smell as sweet; So Romeo would, were ROMEO not Romeo call'd, Retain th",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"By love, that first did prompt me to enquire; He lent me counsel, and I lent him eyes.",He,MONTAGUE,"By love, that first did prompt me to enquire; MONTAGUE lent me counsel, and I lent him eyes.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,2,ROMEO,"By love, that first did prompt me to enquire; He lent me counsel, and I lent him eyes.",him,MONTAGUE,"By love, that first did prompt me to enquire; MONTAGUE lent me counsel, and I lent MONTAGUE eyes.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,3,ROMEO,"As mine on hers, so hers is set on mine; And all combin'd, save what thou must combine By holy marriage.",hers,JULIET,"As mine on JULIET, so hers is set on mine; And all combin'd, save what thou must combine By holy marriage.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,3,ROMEO,"As mine on hers, so hers is set on mine; And all combin'd, save what thou must combine By holy marriage.",hers,JULIET,"As mine on JULIET, so JULIET is set on mine; And all combin'd, save what thou must combine By holy marriage.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,3,ROMEO,"I pray thee chide me not, her I love now Doth grace for grace and love for love allow.",her,JULIET,"I pray thee chide me not, JULIET I love now Doth grace for grace and love for love allow.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,Came he not home tonight?,he,TYBALT,Came TYBALT not home tonight?,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Why, that same pale hard-hearted wench, that Rosaline, torments him so that he will sure run mad.",him,TYBALT,"Why, that same pale hard-hearted wench, that Rosaline, torments TYBALT so that he will sure run mad.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Why, that same pale hard-hearted wench, that Rosaline, torments him so that he will sure run mad.",he,TYBALT,"Why, that same pale hard-hearted wench, that Rosaline, torments TYBALT so that TYBALT will sure run mad.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,"Nay, he will answer the letter's master, how he dares, being dared.",he,MONTAGUE,"Nay, MONTAGUE will answer the letter's master, how he dares, being dared.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,"Nay, he will answer the letter's master, how he dares, being dared.",he,MONTAGUE,"Nay, MONTAGUE will answer the letter's master, how MONTAGUE dares, being dared.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"Alas poor Romeo, he is already dead, stabbed with a white wench's black eye; run through the ear with a love song, the v",he,TYBALT,"Alas poor Romeo, TYBALT is already dead, stabbed with a white wench's black eye; run through the ear with a love song, t",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,And is he a man to encounter Tybalt?,he,TYBALT,And is TYBALT a man to encounter Tybalt?,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"O, he's the courageous captain of compliments.",he,TYBALT,"O, TYBALT's the courageous captain of compliments.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"He fights as you sing prick-song, keeps time, distance, and proportion.",He,TYBALT,"TYBALT fights as you sing prick-song, keeps time, distance, and proportion.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,"He rests his minim rest, one, two, and the third in your bosom: the very butcher of a silk button, a duellist, a duellis",He,TYBALT,"TYBALT rests his minim rest, one, two, and the third in your bosom: the very butcher of a silk button, a duellist, a due",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,MERCUTIO,Now is he for the numbers that Petrarch flowed in.,he,TYBALT,Now is TYBALT for the numbers that Petrarch flowed in.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"One, gentlewoman, that God hath made for himself to mar.",himself,MONTAGUE,"One, gentlewoman, that God hath made for MONTAGUE to mar.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,I can tell you: but young Romeo will be older when you have found him than he was when you sought him.,him,MONTAGUE,I can tell you: but young Romeo will be older when you have found MONTAGUE than he was when you sought him.,male,relationship-graph
